mass,sigma
128.79000000,0.61992950
128.80000000,0.61961702
128.81000000,0.61930473
128.82000000,0.61899264
128.83000000,0.61868076
128.84000000,0.61836908
128.85000000,0.61805760
128.86000000,0.61774632
128.87000000,0.61743524
128.88000000,0.61712437
128.89000000,0.61681369
128.90000000,0.61650322
128.91000000,0.61619295
128.92000000,0.61588288
128.93000000,0.61557301
128.94000000,0.61526335
128.95000000,0.61495388
128.96000000,0.61464462
128.97000000,0.61433556
128.98000000,0.61402669
128.99000000,0.61371803
129.00000000,0.61340958
129.01000000,0.61310132
129.02000000,0.61279326
129.03000000,0.61248541
129.04000000,0.61217775
129.05000000,0.61187030
129.06000000,0.61156305
129.07000000,0.61125600
129.08000000,0.61094915
129.09000000,0.61064250
129.10000000,0.61033606
129.11000000,0.61002981
129.12000000,0.60972377
129.13000000,0.60941792
129.14000000,0.60911228
129.15000000,0.60880684
129.16000000,0.60850160
129.17000000,0.60819656
129.18000000,0.60789172
129.19000000,0.60758708
129.20000000,0.60728264
129.21000000,0.60697841
129.22000000,0.60667437
129.23000000,0.60637053
129.24000000,0.60606690
129.25000000,0.60576347
129.26000000,0.60546023
129.27000000,0.60515720
129.28000000,0.60485437
129.29000000,0.60455174
129.30000000,0.60424931
129.31000000,0.60394708
129.32000000,0.60364505
129.33000000,0.60334322
129.34000000,0.60304160
129.35000000,0.60274017
129.36000000,0.60243894
129.37000000,0.60213792
129.38000000,0.60183709
129.39000000,0.60153647
129.40000000,0.60123604
129.41000000,0.60093582
129.42000000,0.60063579
129.43000000,0.60033597
129.44000000,0.60003635
129.45000000,0.59973692
129.46000000,0.59943770
129.47000000,0.59913868
129.48000000,0.59883986
129.49000000,0.59854123
129.50000000,0.59824281
129.51000000,0.59794459
129.52000000,0.59764657
129.53000000,0.59734875
129.54000000,0.59705113
129.55000000,0.59675371
129.56000000,0.59645648
129.57000000,0.59615946
129.58000000,0.59586264
129.59000000,0.59556602
129.60000000,0.59526960
129.61000000,0.59497338
129.62000000,0.59467735
129.63000000,0.59438153
129.64000000,0.59408591
129.65000000,0.59379048
129.66000000,0.59349526
129.67000000,0.59320023
129.68000000,0.59290541
129.69000000,0.59261078
129.70000000,0.59231636
129.71000000,0.59202213
129.72000000,0.59172810
129.73000000,0.59143427
129.74000000,0.59114064
129.75000000,0.59084721
129.76000000,0.59055398
129.77000000,0.59026094
129.78000000,0.58996811
129.79000000,0.58967547
129.80000000,0.58938304
129.81000000,0.58909080
129.82000000,0.58879876
129.83000000,0.58850692
129.84000000,0.58821528
129.85000000,0.58792384
129.86000000,0.58763259
129.87000000,0.58734154
129.88000000,0.58705070
129.89000000,0.58676005
129.90000000,0.58646960
129.91000000,0.58617934
129.92000000,0.58588929
129.93000000,0.58559943
129.94000000,0.58530978
129.95000000,0.58502032
129.96000000,0.58473105
129.97000000,0.58444199
129.98000000,0.58415312
129.99000000,0.58386446
130.00000000,0.58357599
130.01000000,0.58328772
130.02000000,0.58299964
130.03000000,0.58271176
130.04000000,0.58242409
130.05000000,0.58213660
130.06000000,0.58184932
130.07000000,0.58156223
130.08000000,0.58127535
130.09000000,0.58098865
130.10000000,0.58070216
130.11000000,0.58041586
130.12000000,0.58012977
130.13000000,0.57984386
130.14000000,0.57955816
130.15000000,0.57927265
130.16000000,0.57898734
130.17000000,0.57870223
130.18000000,0.57841731
130.19000000,0.57813259
130.20000000,0.57784807
130.21000000,0.57756375
130.22000000,0.57727962
130.23000000,0.57699569
130.24000000,0.57671195
130.25000000,0.57642841
130.26000000,0.57614507
130.27000000,0.57586193
130.28000000,0.57557898
130.29000000,0.57529623
130.30000000,0.57501367
130.31000000,0.57473131
130.32000000,0.57444915
130.33000000,0.57416718
130.34000000,0.57388541
130.35000000,0.57360384
130.36000000,0.57332246
130.37000000,0.57304128
130.38000000,0.57276030
130.39000000,0.57247951
130.40000000,0.57219891
130.41000000,0.57191852
130.42000000,0.57163831
130.43000000,0.57135831
130.44000000,0.57107850
130.45000000,0.57079888
130.46000000,0.57051947
130.47000000,0.57024024
130.48000000,0.56996122
130.49000000,0.56968239
130.50000000,0.56940375
130.51000000,0.56912531
130.52000000,0.56884706
130.53000000,0.56856901
130.54000000,0.56829116
130.55000000,0.56801349
130.56000000,0.56773602
130.57000000,0.56745875
130.58000000,0.56718166
130.59000000,0.56690477
130.60000000,0.56662807
130.61000000,0.56635156
130.62000000,0.56607524
130.63000000,0.56579911
130.64000000,0.56552316
130.65000000,0.56524741
130.66000000,0.56497185
130.67000000,0.56469647
130.68000000,0.56442129
130.69000000,0.56414629
130.70000000,0.56387147
130.71000000,0.56359685
130.72000000,0.56332241
130.73000000,0.56304815
130.74000000,0.56277408
130.75000000,0.56250019
130.76000000,0.56222649
130.77000000,0.56195297
130.78000000,0.56167964
130.79000000,0.56140648
130.80000000,0.56113351
130.81000000,0.56086072
130.82000000,0.56058812
130.83000000,0.56031569
130.84000000,0.56004344
130.85000000,0.55977138
130.86000000,0.55949949
130.87000000,0.55922778
130.88000000,0.55895625
130.89000000,0.55868490
130.90000000,0.55841373
130.91000000,0.55814273
130.92000000,0.55787191
130.93000000,0.55760127
130.94000000,0.55733080
130.95000000,0.55706051
130.96000000,0.55679039
130.97000000,0.55652044
130.98000000,0.55625067
130.99000000,0.55598108
131.00000000,0.55571166
131.01000000,0.55544240
131.02000000,0.55517333
131.03000000,0.55490442
131.04000000,0.55463568
131.05000000,0.55436712
131.06000000,0.55409873
131.07000000,0.55383050
131.08000000,0.55356245
131.09000000,0.55329456
131.10000000,0.55302684
131.11000000,0.55275929
131.12000000,0.55249191
131.13000000,0.55222469
131.14000000,0.55195765
131.15000000,0.55169076
131.16000000,0.55142405
131.17000000,0.55115749
131.18000000,0.55089111
131.19000000,0.55062489
131.20000000,0.55035883
131.21000000,0.55009293
131.22000000,0.54982720
131.23000000,0.54956163
131.24000000,0.54929622
131.25000000,0.54903098
131.26000000,0.54876589
131.27000000,0.54850097
131.28000000,0.54823620
131.29000000,0.54797160
131.30000000,0.54770715
131.31000000,0.54744287
131.32000000,0.54717874
131.33000000,0.54691477
131.34000000,0.54665096
131.35000000,0.54638730
131.36000000,0.54612380
131.37000000,0.54586046
131.38000000,0.54559727
131.39000000,0.54533424
131.40000000,0.54507136
131.41000000,0.54480864
131.42000000,0.54454607
131.43000000,0.54428366
131.44000000,0.54402139
131.45000000,0.54375928
131.46000000,0.54349732
131.47000000,0.54323552
131.48000000,0.54297386
131.49000000,0.54271236
131.50000000,0.54245100
131.51000000,0.54218979
131.52000000,0.54192874
131.53000000,0.54166783
131.54000000,0.54140708
131.55000000,0.54114647
131.56000000,0.54088601
131.57000000,0.54062571
131.58000000,0.54036555
131.59000000,0.54010555
131.60000000,0.53984569
131.61000000,0.53958599
131.62000000,0.53932643
131.63000000,0.53906703
131.64000000,0.53880777
131.65000000,0.53854867
131.66000000,0.53828972
131.67000000,0.53803092
131.68000000,0.53777227
131.69000000,0.53751377
131.70000000,0.53725542
131.71000000,0.53699722
131.72000000,0.53673917
131.73000000,0.53648128
131.74000000,0.53622353
131.75000000,0.53596594
131.76000000,0.53570850
131.77000000,0.53545121
131.78000000,0.53519407
131.79000000,0.53493709
131.80000000,0.53468025
131.81000000,0.53442357
131.82000000,0.53416704
131.83000000,0.53391066
131.84000000,0.53365443
131.85000000,0.53339836
131.86000000,0.53314243
131.87000000,0.53288666
131.88000000,0.53263104
131.89000000,0.53237558
131.90000000,0.53212026
131.91000000,0.53186510
131.92000000,0.53161009
131.93000000,0.53135524
131.94000000,0.53110054
131.95000000,0.53084598
131.96000000,0.53059159
131.97000000,0.53033734
131.98000000,0.53008325
131.99000000,0.52982931
132.00000000,0.52957552
132.01000000,0.52932189
132.02000000,0.52906841
132.03000000,0.52881509
132.04000000,0.52856191
132.05000000,0.52830889
132.06000000,0.52805603
132.07000000,0.52780332
132.08000000,0.52755076
132.09000000,0.52729835
132.10000000,0.52704610
132.11000000,0.52679401
132.12000000,0.52654206
132.13000000,0.52629027
132.14000000,0.52603864
132.15000000,0.52578716
132.16000000,0.52553583
132.17000000,0.52528466
132.18000000,0.52503364
132.19000000,0.52478278
132.20000000,0.52453207
132.21000000,0.52428151
132.22000000,0.52403112
132.23000000,0.52378087
132.24000000,0.52353078
132.25000000,0.52328084
132.26000000,0.52303106
132.27000000,0.52278144
132.28000000,0.52253197
132.29000000,0.52228265
132.30000000,0.52203349
132.31000000,0.52178449
132.32000000,0.52153564
132.33000000,0.52128695
132.34000000,0.52103841
132.35000000,0.52079003
132.36000000,0.52054180
132.37000000,0.52029373
132.38000000,0.52004581
132.39000000,0.51979805
132.40000000,0.51955045
132.41000000,0.51930300
132.42000000,0.51905571
132.43000000,0.51880857
132.44000000,0.51856159
132.45000000,0.51831477
132.46000000,0.51806810
132.47000000,0.51782159
132.48000000,0.51757524
132.49000000,0.51732904
132.50000000,0.51708300
132.51000000,0.51683712
132.52000000,0.51659139
132.53000000,0.51634582
132.54000000,0.51610041
132.55000000,0.51585515
132.56000000,0.51561005
132.57000000,0.51536511
132.58000000,0.51512033
132.59000000,0.51487571
132.60000000,0.51463125
132.61000000,0.51438694
132.62000000,0.51414279
132.63000000,0.51389881
132.64000000,0.51365498
132.65000000,0.51341131
132.66000000,0.51316780
132.67000000,0.51292446
132.68000000,0.51268127
132.69000000,0.51243824
132.70000000,0.51219538
132.71000000,0.51195267
132.72000000,0.51171013
132.73000000,0.51146774
132.74000000,0.51122552
132.75000000,0.51098346
132.76000000,0.51074157
132.77000000,0.51049983
132.78000000,0.51025826
132.79000000,0.51001685
132.80000000,0.50977560
132.81000000,0.50953452
132.82000000,0.50929360
132.83000000,0.50905284
132.84000000,0.50881225
132.85000000,0.50857182
132.86000000,0.50833156
132.87000000,0.50809146
132.88000000,0.50785152
132.89000000,0.50761175
132.90000000,0.50737214
132.91000000,0.50713270
132.92000000,0.50689343
132.93000000,0.50665432
132.94000000,0.50641538
132.95000000,0.50617660
132.96000000,0.50593799
132.97000000,0.50569955
132.98000000,0.50546127
132.99000000,0.50522316
133.00000000,0.50498521
133.01000000,0.50474744
133.02000000,0.50450983
133.03000000,0.50427239
133.04000000,0.50403512
133.05000000,0.50379801
133.06000000,0.50356108
133.07000000,0.50332431
133.08000000,0.50308771
133.09000000,0.50285129
133.10000000,0.50261503
133.11000000,0.50237894
133.12000000,0.50214302
133.13000000,0.50190727
133.14000000,0.50167169
133.15000000,0.50143628
133.16000000,0.50120104
133.17000000,0.50096597
133.18000000,0.50073108
133.19000000,0.50049635
133.20000000,0.50026180
133.21000000,0.50002741
133.22000000,0.49979320
133.23000000,0.49955917
133.24000000,0.49932530
133.25000000,0.49909161
133.26000000,0.49885809
133.27000000,0.49862474
133.28000000,0.49839157
133.29000000,0.49815857
133.30000000,0.49792574
133.31000000,0.49769309
133.32000000,0.49746061
133.33000000,0.49722830
133.34000000,0.49699617
133.35000000,0.49676422
133.36000000,0.49653244
133.37000000,0.49630083
133.38000000,0.49606940
133.39000000,0.49583815
133.40000000,0.49560707
133.41000000,0.49537617
133.42000000,0.49514544
133.43000000,0.49491489
133.44000000,0.49468452
133.45000000,0.49445432
133.46000000,0.49422430
133.47000000,0.49399446
133.48000000,0.49376480
133.49000000,0.49353531
133.50000000,0.49330600
133.51000000,0.49307687
133.52000000,0.49284792
133.53000000,0.49261914
133.54000000,0.49239054
133.55000000,0.49216212
133.56000000,0.49193388
133.57000000,0.49170581
133.58000000,0.49147792
133.59000000,0.49125021
133.60000000,0.49102267
133.61000000,0.49079531
133.62000000,0.49056812
133.63000000,0.49034111
133.64000000,0.49011428
133.65000000,0.48988762
133.66000000,0.48966113
133.67000000,0.48943482
133.68000000,0.48920868
133.69000000,0.48898271
133.70000000,0.48875692
133.71000000,0.48853131
133.72000000,0.48830586
133.73000000,0.48808059
133.74000000,0.48785549
133.75000000,0.48763057
133.76000000,0.48740581
133.77000000,0.48718123
133.78000000,0.48695682
133.79000000,0.48673258
133.80000000,0.48650852
133.81000000,0.48628462
133.82000000,0.48606089
133.83000000,0.48583734
133.84000000,0.48561396
133.85000000,0.48539074
133.86000000,0.48516770
133.87000000,0.48494482
133.88000000,0.48472212
133.89000000,0.48449958
133.90000000,0.48427721
133.91000000,0.48405501
133.92000000,0.48383298
133.93000000,0.48361112
133.94000000,0.48338943
133.95000000,0.48316790
133.96000000,0.48294654
133.97000000,0.48272535
133.98000000,0.48250432
133.99000000,0.48228347
134.00000000,0.48206277
134.01000000,0.48184225
134.02000000,0.48162189
134.03000000,0.48140170
134.04000000,0.48118167
134.05000000,0.48096181
134.06000000,0.48074211
134.07000000,0.48052258
134.08000000,0.48030321
134.09000000,0.48008400
134.10000000,0.47986496
134.11000000,0.47964609
134.12000000,0.47942738
134.13000000,0.47920883
134.14000000,0.47899044
134.15000000,0.47877222
134.16000000,0.47855416
134.17000000,0.47833626
134.18000000,0.47811853
134.19000000,0.47790096
134.20000000,0.47768354
134.21000000,0.47746629
134.22000000,0.47724921
134.23000000,0.47703228
134.24000000,0.47681551
134.25000000,0.47659891
134.26000000,0.47638246
134.27000000,0.47616618
134.28000000,0.47595005
134.29000000,0.47573408
134.30000000,0.47551828
134.31000000,0.47530263
134.32000000,0.47508714
134.33000000,0.47487181
134.34000000,0.47465664
134.35000000,0.47444163
134.36000000,0.47422677
134.37000000,0.47401207
134.38000000,0.47379753
134.39000000,0.47358315
134.40000000,0.47336892
134.41000000,0.47315486
134.42000000,0.47294094
134.43000000,0.47272719
134.44000000,0.47251359
134.45000000,0.47230014
134.46000000,0.47208685
134.47000000,0.47187372
134.48000000,0.47166074
134.49000000,0.47144792
134.50000000,0.47123525
134.51000000,0.47102274
134.52000000,0.47081038
134.53000000,0.47059817
134.54000000,0.47038612
134.55000000,0.47017422
134.56000000,0.46996247
134.57000000,0.46975087
134.58000000,0.46953943
134.59000000,0.46932814
134.60000000,0.46911700
134.61000000,0.46890601
134.62000000,0.46869518
134.63000000,0.46848449
134.64000000,0.46827395
134.65000000,0.46806357
134.66000000,0.46785333
134.67000000,0.46764324
134.68000000,0.46743330
134.69000000,0.46722351
134.70000000,0.46701387
134.71000000,0.46680438
134.72000000,0.46659503
134.73000000,0.46638584
134.74000000,0.46617678
134.75000000,0.46596788
134.76000000,0.46575912
134.77000000,0.46555051
134.78000000,0.46534204
134.79000000,0.46513372
134.80000000,0.46492555
134.81000000,0.46471752
134.82000000,0.46450963
134.83000000,0.46430189
134.84000000,0.46409429
134.85000000,0.46388684
134.86000000,0.46367953
134.87000000,0.46347236
134.88000000,0.46326533
134.89000000,0.46305845
134.90000000,0.46285171
134.91000000,0.46264511
134.92000000,0.46243865
134.93000000,0.46223233
134.94000000,0.46202616
134.95000000,0.46182012
134.96000000,0.46161422
134.97000000,0.46140847
134.98000000,0.46120285
134.99000000,0.46099737
135.00000000,0.46079203
135.01000000,0.46058683
135.02000000,0.46038177
135.03000000,0.46017684
135.04000000,0.45997206
135.05000000,0.45976741
135.06000000,0.45956289
135.07000000,0.45935852
135.08000000,0.45915428
135.09000000,0.45895017
135.10000000,0.45874621
135.11000000,0.45854237
135.12000000,0.45833867
135.13000000,0.45813511
135.14000000,0.45793168
135.15000000,0.45772838
135.16000000,0.45752522
135.17000000,0.45732219
135.18000000,0.45711930
135.19000000,0.45691654
135.20000000,0.45671391
135.21000000,0.45651141
135.22000000,0.45630904
135.23000000,0.45610681
135.24000000,0.45590470
135.25000000,0.45570273
135.26000000,0.45550089
135.27000000,0.45529918
135.28000000,0.45509759
135.29000000,0.45489614
135.30000000,0.45469482
135.31000000,0.45449362
135.32000000,0.45429256
135.33000000,0.45409162
135.34000000,0.45389081
135.35000000,0.45369013
135.36000000,0.45348957
135.37000000,0.45328915
135.38000000,0.45308885
135.39000000,0.45288867
135.40000000,0.45268862
135.41000000,0.45248870
135.42000000,0.45228890
135.43000000,0.45208923
135.44000000,0.45188968
135.45000000,0.45169026
135.46000000,0.45149096
135.47000000,0.45129179
135.48000000,0.45109273
135.49000000,0.45089381
135.50000000,0.45069500
135.51000000,0.45049632
135.52000000,0.45029776
135.53000000,0.45009932
135.54000000,0.44990100
135.55000000,0.44970281
135.56000000,0.44950474
135.57000000,0.44930679
135.58000000,0.44910896
135.59000000,0.44891126
135.60000000,0.44871368
135.61000000,0.44851622
135.62000000,0.44831888
135.63000000,0.44812167
135.64000000,0.44792457
135.65000000,0.44772760
135.66000000,0.44753075
135.67000000,0.44733402
135.68000000,0.44713742
135.69000000,0.44694093
135.70000000,0.44674457
135.71000000,0.44654833
135.72000000,0.44635221
135.73000000,0.44615621
135.74000000,0.44596033
135.75000000,0.44576458
135.76000000,0.44556895
135.77000000,0.44537343
135.78000000,0.44517804
135.79000000,0.44498277
135.80000000,0.44478763
135.81000000,0.44459260
135.82000000,0.44439769
135.83000000,0.44420291
135.84000000,0.44400825
135.85000000,0.44381371
135.86000000,0.44361928
135.87000000,0.44342498
135.88000000,0.44323080
135.89000000,0.44303675
135.90000000,0.44284281
135.91000000,0.44264899
135.92000000,0.44245530
135.93000000,0.44226172
135.94000000,0.44206827
135.95000000,0.44187493
135.96000000,0.44168172
135.97000000,0.44148863
135.98000000,0.44129565
135.99000000,0.44110280
136.00000000,0.44091007
136.01000000,0.44071746
136.02000000,0.44052497
136.03000000,0.44033260
136.04000000,0.44014035
136.05000000,0.43994822
136.06000000,0.43975621
136.07000000,0.43956432
136.08000000,0.43937255
136.09000000,0.43918090
136.10000000,0.43898937
136.11000000,0.43879796
136.12000000,0.43860667
136.13000000,0.43841550
136.14000000,0.43822445
136.15000000,0.43803352
136.16000000,0.43784271
136.17000000,0.43765202
136.18000000,0.43746145
136.19000000,0.43727100
136.20000000,0.43708066
136.21000000,0.43689045
136.22000000,0.43670036
136.23000000,0.43651038
136.24000000,0.43632053
136.25000000,0.43613079
136.26000000,0.43594118
136.27000000,0.43575168
136.28000000,0.43556230
136.29000000,0.43537304
136.30000000,0.43518391
136.31000000,0.43499489
136.32000000,0.43480598
136.33000000,0.43461720
136.34000000,0.43442854
136.35000000,0.43423999
136.36000000,0.43405157
136.37000000,0.43386326
136.38000000,0.43367507
136.39000000,0.43348700
136.40000000,0.43329905
136.41000000,0.43311122
136.42000000,0.43292351
136.43000000,0.43273591
136.44000000,0.43254844
136.45000000,0.43236108
136.46000000,0.43217384
136.47000000,0.43198672
136.48000000,0.43179971
136.49000000,0.43161283
136.50000000,0.43142606
136.51000000,0.43123941
136.52000000,0.43105288
136.53000000,0.43086647
136.54000000,0.43068018
136.55000000,0.43049400
136.56000000,0.43030794
136.57000000,0.43012199
136.58000000,0.42993617
136.59000000,0.42975046
136.60000000,0.42956486
136.61000000,0.42937938
136.62000000,0.42919402
136.63000000,0.42900877
136.64000000,0.42882364
136.65000000,0.42863862
136.66000000,0.42845372
136.67000000,0.42826894
136.68000000,0.42808426
136.69000000,0.42789970
136.70000000,0.42771526
136.71000000,0.42753093
136.72000000,0.42734671
136.73000000,0.42716261
136.74000000,0.42697862
136.75000000,0.42679474
136.76000000,0.42661098
136.77000000,0.42642733
136.78000000,0.42624379
136.79000000,0.42606036
136.80000000,0.42587704
136.81000000,0.42569384
136.82000000,0.42551075
136.83000000,0.42532776
136.84000000,0.42514489
136.85000000,0.42496213
136.86000000,0.42477948
136.87000000,0.42459695
136.88000000,0.42441452
136.89000000,0.42423220
136.90000000,0.42404999
136.91000000,0.42386789
136.92000000,0.42368590
136.93000000,0.42350402
136.94000000,0.42332225
136.95000000,0.42314058
136.96000000,0.42295903
136.97000000,0.42277758
136.98000000,0.42259624
136.99000000,0.42241501
137.00000000,0.42223388
137.01000000,0.42205287
137.02000000,0.42187196
137.03000000,0.42169115
137.04000000,0.42151046
137.05000000,0.42132987
137.06000000,0.42114938
137.07000000,0.42096901
137.08000000,0.42078873
137.09000000,0.42060857
137.10000000,0.42042851
137.11000000,0.42024855
137.12000000,0.42006870
137.13000000,0.41988895
137.14000000,0.41970931
137.15000000,0.41952977
137.16000000,0.41935034
137.17000000,0.41917101
137.18000000,0.41899178
137.19000000,0.41881266
137.20000000,0.41863364
137.21000000,0.41845472
137.22000000,0.41827591
137.23000000,0.41809720
137.24000000,0.41791859
137.25000000,0.41774008
137.26000000,0.41756168
137.27000000,0.41738337
137.28000000,0.41720517
137.29000000,0.41702707
137.30000000,0.41684907
137.31000000,0.41667117
137.32000000,0.41649337
137.33000000,0.41631567
137.34000000,0.41613808
137.35000000,0.41596058
137.36000000,0.41578318
137.37000000,0.41560588
137.38000000,0.41542868
137.39000000,0.41525158
137.40000000,0.41507457
137.41000000,0.41489767
137.42000000,0.41472087
137.43000000,0.41454416
137.44000000,0.41436755
137.45000000,0.41419104
137.46000000,0.41401462
137.47000000,0.41383831
137.48000000,0.41366209
137.49000000,0.41348596
137.50000000,0.41330994
137.51000000,0.41313401
137.52000000,0.41295817
137.53000000,0.41278244
137.54000000,0.41260680
137.55000000,0.41243125
137.56000000,0.41225580
137.57000000,0.41208045
137.58000000,0.41190519
137.59000000,0.41173003
137.60000000,0.41155496
137.61000000,0.41137999
137.62000000,0.41120511
137.63000000,0.41103033
137.64000000,0.41085565
137.65000000,0.41068106
137.66000000,0.41050656
137.67000000,0.41033216
137.68000000,0.41015786
137.69000000,0.40998365
137.70000000,0.40980953
137.71000000,0.40963551
137.72000000,0.40946159
137.73000000,0.40928775
137.74000000,0.40911402
137.75000000,0.40894037
137.76000000,0.40876682
137.77000000,0.40859337
137.78000000,0.40842000
137.79000000,0.40824674
137.80000000,0.40807356
137.81000000,0.40790048
137.82000000,0.40772749
137.83000000,0.40755460
137.84000000,0.40738180
137.85000000,0.40720909
137.86000000,0.40703648
137.87000000,0.40686396
137.88000000,0.40669153
137.89000000,0.40651920
137.90000000,0.40634696
137.91000000,0.40617481
137.92000000,0.40600275
137.93000000,0.40583079
137.94000000,0.40565891
137.95000000,0.40548713
137.96000000,0.40531545
137.97000000,0.40514385
137.98000000,0.40497235
137.99000000,0.40480094
138.00000000,0.40462962
138.01000000,0.40445839
138.02000000,0.40428726
138.03000000,0.40411621
138.04000000,0.40394526
138.05000000,0.40377440
138.06000000,0.40360363
138.07000000,0.40343295
138.08000000,0.40326237
138.09000000,0.40309187
138.10000000,0.40292147
138.11000000,0.40275115
138.12000000,0.40258093
138.13000000,0.40241080
138.14000000,0.40224075
138.15000000,0.40207080
138.16000000,0.40190094
138.17000000,0.40173117
138.18000000,0.40156149
138.19000000,0.40139190
138.20000000,0.40122240
138.21000000,0.40105299
138.22000000,0.40088367
138.23000000,0.40071444
138.24000000,0.40054530
138.25000000,0.40037625
138.26000000,0.40020728
138.27000000,0.40003841
138.28000000,0.39986963
138.29000000,0.39970094
138.30000000,0.39953233
138.31000000,0.39936382
138.32000000,0.39919539
138.33000000,0.39902705
138.34000000,0.39885880
138.35000000,0.39869064
138.36000000,0.39852257
138.37000000,0.39835459
138.38000000,0.39818669
138.39000000,0.39801888
138.40000000,0.39785117
138.41000000,0.39768354
138.42000000,0.39751599
138.43000000,0.39734854
138.44000000,0.39718117
138.45000000,0.39701389
138.46000000,0.39684670
138.47000000,0.39667960
138.48000000,0.39651258
138.49000000,0.39634565
138.50000000,0.39617881
138.51000000,0.39601206
138.52000000,0.39584539
138.53000000,0.39567881
138.54000000,0.39551232
138.55000000,0.39534592
138.56000000,0.39517961
138.57000000,0.39501338
138.58000000,0.39484724
138.59000000,0.39468120
138.60000000,0.39451524
138.61000000,0.39434937
138.62000000,0.39418360
138.63000000,0.39401791
138.64000000,0.39385231
138.65000000,0.39368681
138.66000000,0.39352140
138.67000000,0.39335607
138.68000000,0.39319084
138.69000000,0.39302571
138.70000000,0.39286066
138.71000000,0.39269571
138.72000000,0.39253085
138.73000000,0.39236608
138.74000000,0.39220141
138.75000000,0.39203683
138.76000000,0.39187234
138.77000000,0.39170795
138.78000000,0.39154366
138.79000000,0.39137945
138.80000000,0.39121535
138.81000000,0.39105134
138.82000000,0.39088742
138.83000000,0.39072360
138.84000000,0.39055988
138.85000000,0.39039625
138.86000000,0.39023272
138.87000000,0.39006929
138.88000000,0.38990595
138.89000000,0.38974271
138.90000000,0.38957957
138.91000000,0.38941653
138.92000000,0.38925358
138.93000000,0.38909074
138.94000000,0.38892799
138.95000000,0.38876534
138.96000000,0.38860279
138.97000000,0.38844035
138.98000000,0.38827800
138.99000000,0.38811575
139.00000000,0.38795360
139.01000000,0.38779156
139.02000000,0.38762961
139.03000000,0.38746777
139.04000000,0.38730602
139.05000000,0.38714438
139.06000000,0.38698284
139.07000000,0.38682141
139.08000000,0.38666007
139.09000000,0.38649884
139.10000000,0.38633772
139.11000000,0.38617669
139.12000000,0.38601577
139.13000000,0.38585496
139.14000000,0.38569425
139.15000000,0.38553364
139.16000000,0.38537314
139.17000000,0.38521274
139.18000000,0.38505245
139.19000000,0.38489226
139.20000000,0.38473218
139.21000000,0.38457221
139.22000000,0.38441235
139.23000000,0.38425259
139.24000000,0.38409293
139.25000000,0.38393339
139.26000000,0.38377395
139.27000000,0.38361462
139.28000000,0.38345540
139.29000000,0.38329628
139.30000000,0.38313728
139.31000000,0.38297838
139.32000000,0.38281960
139.33000000,0.38266092
139.34000000,0.38250235
139.35000000,0.38234390
139.36000000,0.38218555
139.37000000,0.38202731
139.38000000,0.38186919
139.39000000,0.38171118
139.40000000,0.38155327
139.41000000,0.38139548
139.42000000,0.38123780
139.43000000,0.38108024
139.44000000,0.38092278
139.45000000,0.38076544
139.46000000,0.38060821
139.47000000,0.38045110
139.48000000,0.38029410
139.49000000,0.38013721
139.50000000,0.37998044
139.51000000,0.37982378
139.52000000,0.37966723
139.53000000,0.37951080
139.54000000,0.37935449
139.55000000,0.37919829
139.56000000,0.37904220
139.57000000,0.37888622
139.58000000,0.37873036
139.59000000,0.37857461
139.60000000,0.37841898
139.61000000,0.37826345
139.62000000,0.37810805
139.63000000,0.37795275
139.64000000,0.37779757
139.65000000,0.37764249
139.66000000,0.37748753
139.67000000,0.37733269
139.68000000,0.37717795
139.69000000,0.37702333
139.70000000,0.37686882
139.71000000,0.37671442
139.72000000,0.37656013
139.73000000,0.37640596
139.74000000,0.37625189
139.75000000,0.37609794
139.76000000,0.37594409
139.77000000,0.37579036
139.78000000,0.37563674
139.79000000,0.37548323
139.80000000,0.37532983
139.81000000,0.37517654
139.82000000,0.37502336
139.83000000,0.37487028
139.84000000,0.37471732
139.85000000,0.37456447
139.86000000,0.37441173
139.87000000,0.37425910
139.88000000,0.37410658
139.89000000,0.37395416
139.90000000,0.37380186
139.91000000,0.37364966
139.92000000,0.37349757
139.93000000,0.37334560
139.94000000,0.37319373
139.95000000,0.37304196
139.96000000,0.37289031
139.97000000,0.37273876
139.98000000,0.37258733
139.99000000,0.37243600
140.00000000,0.37228477
140.01000000,0.37213366
140.02000000,0.37198265
140.03000000,0.37183175
140.04000000,0.37168096
140.05000000,0.37153027
140.06000000,0.37137969
140.07000000,0.37122922
140.08000000,0.37107885
140.09000000,0.37092859
140.10000000,0.37077844
140.11000000,0.37062839
140.12000000,0.37047845
140.13000000,0.37032861
140.14000000,0.37017888
140.15000000,0.37002925
140.16000000,0.36987973
140.17000000,0.36973032
140.18000000,0.36958101
140.19000000,0.36943180
140.20000000,0.36928270
140.21000000,0.36913371
140.22000000,0.36898482
140.23000000,0.36883603
140.24000000,0.36868735
140.25000000,0.36853877
140.26000000,0.36839030
140.27000000,0.36824193
140.28000000,0.36809366
140.29000000,0.36794550
140.30000000,0.36779744
140.31000000,0.36764948
140.32000000,0.36750163
140.33000000,0.36735388
140.34000000,0.36720623
140.35000000,0.36705869
140.36000000,0.36691125
140.37000000,0.36676391
140.38000000,0.36661667
140.39000000,0.36646953
140.40000000,0.36632250
140.41000000,0.36617557
140.42000000,0.36602874
140.43000000,0.36588201
140.44000000,0.36573539
