mass,sigma
151.61000000,22.21918225
151.62000000,22.21128181
151.63000000,22.20338519
151.64000000,22.19549239
151.65000000,22.18760341
151.66000000,22.17971825
151.67000000,22.17183690
151.68000000,22.16395936
151.69000000,22.15608563
151.70000000,22.14821571
151.71000000,22.14034958
151.72000000,22.13248726
151.73000000,22.12462873
151.74000000,22.11677399
151.75000000,22.10892304
151.76000000,22.10107588
151.77000000,22.09323250
151.78000000,22.08539291
151.79000000,22.07755710
151.80000000,22.06972508
151.81000000,22.06189685
151.82000000,22.05407240
151.83000000,22.04625174
151.84000000,22.03843487
151.85000000,22.03062178
151.86000000,22.02281248
151.87000000,22.01500697
151.88000000,22.00720523
151.89000000,21.99940728
151.90000000,21.99161311
151.91000000,21.98382271
151.92000000,21.97603609
151.93000000,21.96825324
151.94000000,21.96047416
151.95000000,21.95269885
151.96000000,21.94492730
151.97000000,21.93715952
151.98000000,21.92939548
151.99000000,21.92163519
152.00000000,21.91387864
152.01000000,21.90612582
152.02000000,21.89837672
152.03000000,21.89063134
152.04000000,21.88288966
152.05000000,21.87515169
152.06000000,21.86741741
152.07000000,21.85968683
152.08000000,21.85195993
152.09000000,21.84423672
152.10000000,21.83651720
152.11000000,21.82880137
152.12000000,21.82108921
152.13000000,21.81338073
152.14000000,21.80567594
152.15000000,21.79797481
152.16000000,21.79027737
152.17000000,21.78258359
152.18000000,21.77489349
152.19000000,21.76720706
152.20000000,21.75952430
152.21000000,21.75184522
152.22000000,21.74416981
152.23000000,21.73649808
152.24000000,21.72883001
152.25000000,21.72116563
152.26000000,21.71350491
152.27000000,21.70584787
152.28000000,21.69819449
152.29000000,21.69054478
152.30000000,21.68289875
152.31000000,21.67525637
152.32000000,21.66761766
152.33000000,21.65998261
152.34000000,21.65235123
152.35000000,21.64472350
152.36000000,21.63709943
152.37000000,21.62947901
152.38000000,21.62186224
152.39000000,21.61424913
152.40000000,21.60663967
152.41000000,21.59903385
152.42000000,21.59143167
152.43000000,21.58383313
152.44000000,21.57623823
152.45000000,21.56864697
152.46000000,21.56105935
152.47000000,21.55347535
152.48000000,21.54589498
152.49000000,21.53831823
152.50000000,21.53074511
152.51000000,21.52317561
152.52000000,21.51560972
152.53000000,21.50804744
152.54000000,21.50048877
152.55000000,21.49293371
152.56000000,21.48538226
152.57000000,21.47783440
152.58000000,21.47029015
152.59000000,21.46274949
152.60000000,21.45521242
152.61000000,21.44767895
152.62000000,21.44014907
152.63000000,21.43262278
152.64000000,21.42510007
152.65000000,21.41758095
152.66000000,21.41006540
152.67000000,21.40255344
152.68000000,21.39504506
152.69000000,21.38754025
152.70000000,21.38003902
152.71000000,21.37254135
152.72000000,21.36504726
152.73000000,21.35755674
152.74000000,21.35006978
152.75000000,21.34258638
152.76000000,21.33510655
152.77000000,21.32763028
152.78000000,21.32015756
152.79000000,21.31268840
152.80000000,21.30522279
152.81000000,21.29776073
152.82000000,21.29030221
152.83000000,21.28284724
152.84000000,21.27539581
152.85000000,21.26794791
152.86000000,21.26050355
152.87000000,21.25306273
152.88000000,21.24562544
152.89000000,21.23819169
152.90000000,21.23076147
152.91000000,21.22333478
152.92000000,21.21591163
152.93000000,21.20849200
152.94000000,21.20107592
152.95000000,21.19366336
152.96000000,21.18625433
152.97000000,21.17884882
152.98000000,21.17144683
152.99000000,21.16404834
153.00000000,21.15665334
153.01000000,21.14926182
153.02000000,21.14187377
153.03000000,21.13448919
153.04000000,21.12710806
153.05000000,21.11973037
153.06000000,21.11235612
153.07000000,21.10498533
153.08000000,21.09761803
153.09000000,21.09025424
153.10000000,21.08289400
153.11000000,21.07553731
153.12000000,21.06818423
153.13000000,21.06083476
153.14000000,21.05348894
153.15000000,21.04614679
153.16000000,21.03880833
153.17000000,21.03147345
153.18000000,21.02414205
153.19000000,21.01681403
153.20000000,21.00948926
153.21000000,21.00216764
153.22000000,20.99484906
153.23000000,20.98753341
153.24000000,20.98022058
153.25000000,20.97291046
153.26000000,20.96560295
153.27000000,20.95829800
153.28000000,20.95099559
153.29000000,20.94369567
153.30000000,20.93639822
153.31000000,20.92910321
153.32000000,20.92181059
153.33000000,20.91452035
153.34000000,20.90723243
153.35000000,20.89994682
153.36000000,20.89266353
153.37000000,20.88538273
153.38000000,20.87810466
153.39000000,20.87082956
153.40000000,20.86355765
153.41000000,20.85628917
153.42000000,20.84902434
153.43000000,20.84176339
153.44000000,20.83450657
153.45000000,20.82725409
153.46000000,20.82000615
153.47000000,20.81276275
153.48000000,20.80552387
153.49000000,20.79828947
153.50000000,20.79105951
153.51000000,20.78383396
153.52000000,20.77661280
153.53000000,20.76939598
153.54000000,20.76218347
153.55000000,20.75497523
153.56000000,20.74777124
153.57000000,20.74057137
153.58000000,20.73337553
153.59000000,20.72618360
153.60000000,20.71899547
153.61000000,20.71181103
153.62000000,20.70463018
153.63000000,20.69745279
153.64000000,20.69027877
153.65000000,20.68310799
153.66000000,20.67594037
153.67000000,20.66877592
153.68000000,20.66161466
153.69000000,20.65445662
153.70000000,20.64730183
153.71000000,20.64015031
153.72000000,20.63300209
153.73000000,20.62585720
153.74000000,20.61871566
153.75000000,20.61157750
153.76000000,20.60444275
153.77000000,20.59731139
153.78000000,20.59018343
153.79000000,20.58305884
153.80000000,20.57593762
153.81000000,20.56881975
153.82000000,20.56170524
153.83000000,20.55459406
153.84000000,20.54748622
153.85000000,20.54038169
153.86000000,20.53328047
153.87000000,20.52618256
153.88000000,20.51908796
153.89000000,20.51199667
153.90000000,20.50490869
153.91000000,20.49782402
153.92000000,20.49074266
153.93000000,20.48366461
153.94000000,20.47658987
153.95000000,20.46951844
153.96000000,20.46245032
153.97000000,20.45538551
153.98000000,20.44832400
153.99000000,20.44126580
154.00000000,20.43421090
154.01000000,20.42715929
154.02000000,20.42011098
154.03000000,20.41306596
154.04000000,20.40602423
154.05000000,20.39898578
154.06000000,20.39195062
154.07000000,20.38491874
154.08000000,20.37789015
154.09000000,20.37086482
154.10000000,20.36384278
154.11000000,20.35682401
154.12000000,20.34980852
154.13000000,20.34279629
154.14000000,20.33578734
154.15000000,20.32878165
154.16000000,20.32177923
154.17000000,20.31478007
154.18000000,20.30778418
154.19000000,20.30079154
154.20000000,20.29380216
154.21000000,20.28681604
154.22000000,20.27983317
154.23000000,20.27285354
154.24000000,20.26587717
154.25000000,20.25890403
154.26000000,20.25193414
154.27000000,20.24496749
154.28000000,20.23800409
154.29000000,20.23104392
154.30000000,20.22408699
154.31000000,20.21713330
154.32000000,20.21018284
154.33000000,20.20323563
154.34000000,20.19629165
154.35000000,20.18935090
154.36000000,20.18241340
154.37000000,20.17547912
154.38000000,20.16854806
154.39000000,20.16162021
154.40000000,20.15469558
154.41000000,20.14777414
154.42000000,20.14085590
154.43000000,20.13394085
154.44000000,20.12702897
154.45000000,20.12012027
154.46000000,20.11321475
154.47000000,20.10631241
154.48000000,20.09941327
154.49000000,20.09251737
154.50000000,20.08562471
154.51000000,20.07873533
154.52000000,20.07184923
154.53000000,20.06496644
154.54000000,20.05808698
154.55000000,20.05121087
154.56000000,20.04433813
154.57000000,20.03746877
154.58000000,20.03060278
154.59000000,20.02374018
154.60000000,20.01688096
154.61000000,20.01002513
154.62000000,20.00317269
154.63000000,19.99632365
154.64000000,19.98947801
154.65000000,19.98263577
154.66000000,19.97579693
154.67000000,19.96896145
154.68000000,19.96212928
154.69000000,19.95530036
154.70000000,19.94847465
154.71000000,19.94165209
154.72000000,19.93483263
154.73000000,19.92801623
154.74000000,19.92120283
154.75000000,19.91439238
154.76000000,19.90758485
154.77000000,19.90078021
154.78000000,19.89397849
154.79000000,19.88717969
154.80000000,19.88038380
154.81000000,19.87359084
154.82000000,19.86680082
154.83000000,19.86001372
154.84000000,19.85322956
154.85000000,19.84644835
154.86000000,19.83967009
154.87000000,19.83289480
154.88000000,19.82612250
154.89000000,19.81935322
154.90000000,19.81258697
154.91000000,19.80582377
154.92000000,19.79906365
154.93000000,19.79230663
154.94000000,19.78555272
154.95000000,19.77880196
154.96000000,19.77205435
154.97000000,19.76530989
154.98000000,19.75856858
154.99000000,19.75183040
155.00000000,19.74509535
155.01000000,19.73836343
155.02000000,19.73163461
155.03000000,19.72490890
155.04000000,19.71818628
155.05000000,19.71146675
155.06000000,19.70475031
155.07000000,19.69803694
155.08000000,19.69132664
155.09000000,19.68461943
155.10000000,19.67791529
155.11000000,19.67121423
155.12000000,19.66451625
155.13000000,19.65782134
155.14000000,19.65112951
155.15000000,19.64444075
155.16000000,19.63775506
155.17000000,19.63107245
155.18000000,19.62439291
155.19000000,19.61771644
155.20000000,19.61104303
155.21000000,19.60437270
155.22000000,19.59770543
155.23000000,19.59104122
155.24000000,19.58438007
155.25000000,19.57772199
155.26000000,19.57106697
155.27000000,19.56441500
155.28000000,19.55776609
155.29000000,19.55112023
155.30000000,19.54447743
155.31000000,19.53783768
155.32000000,19.53120098
155.33000000,19.52456733
155.34000000,19.51793672
155.35000000,19.51130916
155.36000000,19.50468464
155.37000000,19.49806316
155.38000000,19.49144471
155.39000000,19.48482931
155.40000000,19.47821693
155.41000000,19.47160759
155.42000000,19.46500127
155.43000000,19.45839797
155.44000000,19.45179770
155.45000000,19.44520045
155.46000000,19.43860621
155.47000000,19.43201499
155.48000000,19.42542678
155.49000000,19.41884158
155.50000000,19.41225939
155.51000000,19.40568020
155.52000000,19.39910402
155.53000000,19.39253084
155.54000000,19.38596066
155.55000000,19.37939347
155.56000000,19.37282928
155.57000000,19.36626809
155.58000000,19.35970989
155.59000000,19.35315469
155.60000000,19.34660249
155.61000000,19.34005328
155.62000000,19.33350706
155.63000000,19.32696384
155.64000000,19.32042362
155.65000000,19.31388639
155.66000000,19.30735216
155.67000000,19.30082091
155.68000000,19.29429265
155.69000000,19.28776735
155.70000000,19.28124502
155.71000000,19.27472565
155.72000000,19.26820923
155.73000000,19.26169574
155.74000000,19.25518519
155.75000000,19.24867756
155.76000000,19.24217285
155.77000000,19.23567108
155.78000000,19.22917228
155.79000000,19.22267645
155.80000000,19.21618363
155.81000000,19.20969383
155.82000000,19.20320708
155.83000000,19.19672340
155.84000000,19.19024282
155.85000000,19.18376534
155.86000000,19.17729100
155.87000000,19.17081980
155.88000000,19.16435175
155.89000000,19.15788684
155.90000000,19.15142509
155.91000000,19.14496650
155.92000000,19.13851108
155.93000000,19.13205882
155.94000000,19.12560974
155.95000000,19.11916384
155.96000000,19.11272111
155.97000000,19.10628152
155.98000000,19.09984500
155.99000000,19.09341151
156.00000000,19.08698099
156.01000000,19.08055340
156.02000000,19.07412867
156.03000000,19.06770676
156.04000000,19.06128761
156.05000000,19.05487118
156.06000000,19.04845742
156.07000000,19.04204631
156.08000000,19.03563788
156.09000000,19.02923212
156.10000000,19.02282905
156.11000000,19.01642865
156.12000000,19.01003094
156.13000000,19.00363593
156.14000000,18.99724361
156.15000000,18.99085400
156.16000000,18.98446710
156.17000000,18.97808293
156.18000000,18.97170151
156.19000000,18.96532287
156.20000000,18.95894702
156.21000000,18.95257399
156.22000000,18.94620380
156.23000000,18.93983647
156.24000000,18.93347203
156.25000000,18.92711049
156.26000000,18.92075187
156.27000000,18.91439618
156.28000000,18.90804340
156.29000000,18.90169352
156.30000000,18.89534654
156.31000000,18.88900245
156.32000000,18.88266124
156.33000000,18.87632291
156.34000000,18.86998744
156.35000000,18.86365483
156.36000000,18.85732508
156.37000000,18.85099817
156.38000000,18.84467412
156.39000000,18.83835292
156.40000000,18.83203457
156.41000000,18.82571907
156.42000000,18.81940642
156.43000000,18.81309663
156.44000000,18.80678968
156.45000000,18.80048559
156.46000000,18.79418435
156.47000000,18.78788596
156.48000000,18.78159041
156.49000000,18.77529771
156.50000000,18.76900786
156.51000000,18.76272084
156.52000000,18.75643666
156.53000000,18.75015531
156.54000000,18.74387680
156.55000000,18.73760112
156.56000000,18.73132827
156.57000000,18.72505825
156.58000000,18.71879105
156.59000000,18.71252668
156.60000000,18.70626512
156.61000000,18.70000638
156.62000000,18.69375047
156.63000000,18.68749736
156.64000000,18.68124707
156.65000000,18.67499959
156.66000000,18.66875492
156.67000000,18.66251306
156.68000000,18.65627401
156.69000000,18.65003776
156.70000000,18.64380431
156.71000000,18.63757366
156.72000000,18.63134581
156.73000000,18.62512075
156.74000000,18.61889850
156.75000000,18.61267903
156.76000000,18.60646236
156.77000000,18.60024848
156.78000000,18.59403738
156.79000000,18.58782907
156.80000000,18.58162354
156.81000000,18.57542079
156.82000000,18.56922083
156.83000000,18.56302363
156.84000000,18.55682921
156.85000000,18.55063756
156.86000000,18.54444869
156.87000000,18.53826258
156.88000000,18.53207924
156.89000000,18.52589867
156.90000000,18.51972087
156.91000000,18.51354584
156.92000000,18.50737358
156.93000000,18.50120409
156.94000000,18.49503737
156.95000000,18.48887342
156.96000000,18.48271225
156.97000000,18.47655384
156.98000000,18.47039821
156.99000000,18.46424536
157.00000000,18.45809528
157.01000000,18.45194798
157.02000000,18.44580346
157.03000000,18.43966173
157.04000000,18.43352277
157.05000000,18.42738661
157.06000000,18.42125323
157.07000000,18.41512262
157.08000000,18.40899477
157.09000000,18.40286968
157.10000000,18.39674733
157.11000000,18.39062770
157.12000000,18.38451079
157.13000000,18.37839658
157.14000000,18.37228506
157.15000000,18.36617622
157.16000000,18.36007006
157.17000000,18.35396658
157.18000000,18.34786582
157.19000000,18.34176779
157.20000000,18.33567251
157.21000000,18.32958001
157.22000000,18.32349032
157.23000000,18.31740344
157.24000000,18.31131941
157.25000000,18.30523824
157.26000000,18.29915996
157.27000000,18.29308458
157.28000000,18.28701209
157.29000000,18.28094252
157.30000000,18.27487585
157.31000000,18.26881211
157.32000000,18.26275130
157.33000000,18.25669342
157.34000000,18.25063848
157.35000000,18.24458649
157.36000000,18.23853744
157.37000000,18.23249130
157.38000000,18.22644801
157.39000000,18.22040751
157.40000000,18.21436976
157.41000000,18.20833471
157.42000000,18.20230231
157.43000000,18.19627249
157.44000000,18.19024522
157.45000000,18.18422044
157.46000000,18.17819811
157.47000000,18.17217822
157.48000000,18.16616077
157.49000000,18.16014577
157.50000000,18.15413321
157.51000000,18.14812311
157.52000000,18.14211546
157.53000000,18.13611027
157.54000000,18.13010754
157.55000000,18.12410726
157.56000000,18.11810946
157.57000000,18.11211414
157.58000000,18.10612133
157.59000000,18.10013105
157.60000000,18.09414332
157.61000000,18.08815818
157.62000000,18.08217564
157.63000000,18.07619572
157.64000000,18.07021845
157.65000000,18.06424385
157.66000000,18.05827194
157.67000000,18.05230272
157.68000000,18.04633619
157.69000000,18.04037234
157.70000000,18.03441119
157.71000000,18.02845271
157.72000000,18.02249692
157.73000000,18.01654381
157.74000000,18.01059337
157.75000000,18.00464562
157.76000000,17.99870053
157.77000000,17.99275811
157.78000000,17.98681836
157.79000000,17.98088126
157.80000000,17.97494682
157.81000000,17.96901501
157.82000000,17.96308585
157.83000000,17.95715933
157.84000000,17.95123543
157.85000000,17.94531415
157.86000000,17.93939550
157.87000000,17.93347945
157.88000000,17.92756602
157.89000000,17.92165519
157.90000000,17.91574697
157.91000000,17.90984135
157.92000000,17.90393833
157.93000000,17.89803790
157.94000000,17.89214006
157.95000000,17.88624481
157.96000000,17.88035214
157.97000000,17.87446206
157.98000000,17.86857457
157.99000000,17.86268967
158.00000000,17.85680736
158.01000000,17.85092764
158.02000000,17.84505052
158.03000000,17.83917599
158.04000000,17.83330406
158.05000000,17.82743473
158.06000000,17.82156800
158.07000000,17.81570386
158.08000000,17.80984233
158.09000000,17.80398338
158.10000000,17.79812703
158.11000000,17.79227327
158.12000000,17.78642209
158.13000000,17.78057350
158.14000000,17.77472749
158.15000000,17.76888405
158.16000000,17.76304320
158.17000000,17.75720492
158.18000000,17.75136921
158.19000000,17.74553608
158.20000000,17.73970552
158.21000000,17.73387752
158.22000000,17.72805210
158.23000000,17.72222924
158.24000000,17.71640895
158.25000000,17.71059122
158.26000000,17.70477605
158.27000000,17.69896344
158.28000000,17.69315340
158.29000000,17.68734592
158.30000000,17.68154099
158.31000000,17.67573863
158.32000000,17.66993883
158.33000000,17.66414159
158.34000000,17.65834691
158.35000000,17.65255478
158.36000000,17.64676522
158.37000000,17.64097820
158.38000000,17.63519373
158.39000000,17.62941180
158.40000000,17.62363239
158.41000000,17.61785551
158.42000000,17.61208114
158.43000000,17.60630927
158.44000000,17.60053991
158.45000000,17.59477304
158.46000000,17.58900865
158.47000000,17.58324678
158.48000000,17.57748743
158.49000000,17.57173063
158.50000000,17.56597641
158.51000000,17.56022477
158.52000000,17.55447576
158.53000000,17.54872938
158.54000000,17.54298566
158.55000000,17.53724462
158.56000000,17.53150628
158.57000000,17.52577065
158.58000000,17.52003774
158.59000000,17.51430754
158.60000000,17.50858006
158.61000000,17.50285531
158.62000000,17.49713330
158.63000000,17.49141402
158.64000000,17.48569748
158.65000000,17.47998369
158.66000000,17.47427264
158.67000000,17.46856430
158.68000000,17.46285860
158.69000000,17.45715551
158.70000000,17.45145496
158.71000000,17.44575691
158.72000000,17.44006130
158.73000000,17.43436809
158.74000000,17.42867722
158.75000000,17.42298865
158.76000000,17.41730233
158.77000000,17.41161826
158.78000000,17.40593644
158.79000000,17.40025688
158.80000000,17.39457958
158.81000000,17.38890455
158.82000000,17.38323179
158.83000000,17.37756131
158.84000000,17.37189311
158.85000000,17.36622721
158.86000000,17.36056360
158.87000000,17.35490230
158.88000000,17.34924335
158.89000000,17.34358675
158.90000000,17.33793253
158.91000000,17.33228071
158.92000000,17.32663132
158.93000000,17.32098438
158.94000000,17.31533990
158.95000000,17.30969791
158.96000000,17.30405842
158.97000000,17.29842144
158.98000000,17.29278695
158.99000000,17.28715496
159.00000000,17.28152544
159.01000000,17.27589840
159.02000000,17.27027383
159.03000000,17.26465172
159.04000000,17.25903205
159.05000000,17.25341484
159.06000000,17.24780006
159.07000000,17.24218773
159.08000000,17.23657783
159.09000000,17.23097037
159.10000000,17.22536535
159.11000000,17.21976277
159.12000000,17.21416263
159.13000000,17.20856493
159.14000000,17.20296967
159.15000000,17.19737685
159.16000000,17.19178647
159.17000000,17.18619853
159.18000000,17.18061302
159.19000000,17.17502995
159.20000000,17.16944931
159.21000000,17.16387110
159.22000000,17.15829532
159.23000000,17.15272197
159.24000000,17.14715103
159.25000000,17.14158252
159.26000000,17.13601643
159.27000000,17.13045275
159.28000000,17.12489149
159.29000000,17.11933264
159.30000000,17.11377621
159.31000000,17.10822219
159.32000000,17.10267058
159.33000000,17.09712138
159.34000000,17.09157458
159.35000000,17.08603020
159.36000000,17.08048822
159.37000000,17.07494864
159.38000000,17.06941147
159.39000000,17.06387669
159.40000000,17.05834433
159.41000000,17.05281436
159.42000000,17.04728679
159.43000000,17.04176162
159.44000000,17.03623885
159.45000000,17.03071848
159.46000000,17.02520051
159.47000000,17.01968493
159.48000000,17.01417174
159.49000000,17.00866095
159.50000000,17.00315254
159.51000000,16.99764653
159.52000000,16.99214289
159.53000000,16.98664165
159.54000000,16.98114278
159.55000000,16.97564629
159.56000000,16.97015218
159.57000000,16.96466045
159.58000000,16.95917110
159.59000000,16.95368413
159.60000000,16.94819954
159.61000000,16.94271733
159.62000000,16.93723750
159.63000000,16.93176007
159.64000000,16.92628501
159.65000000,16.92081235
159.66000000,16.91534207
159.67000000,16.90987416
159.68000000,16.90440862
159.69000000,16.89894543
159.70000000,16.89348458
159.71000000,16.88802606
159.72000000,16.88256985
159.73000000,16.87711594
159.74000000,16.87166432
159.75000000,16.86621499
159.76000000,16.86076792
159.77000000,16.85532316
159.78000000,16.84988075
159.79000000,16.84444072
159.80000000,16.83900311
159.81000000,16.83356797
159.82000000,16.82813532
159.83000000,16.82270522
159.84000000,16.81727770
159.85000000,16.81185280
159.86000000,16.80643054
159.87000000,16.80101088
159.88000000,16.79559376
159.89000000,16.79017911
159.90000000,16.78476688
159.91000000,16.77935701
159.92000000,16.77394943
159.93000000,16.76854409
159.94000000,16.76314091
159.95000000,16.75773986
159.96000000,16.75234085
159.97000000,16.74694383
159.98000000,16.74154875
159.99000000,16.73615554
160.00000000,16.73076413
160.01000000,16.72537447
160.02000000,16.71998650
160.03000000,16.71460016
160.04000000,16.70921539
160.05000000,16.70383212
160.06000000,16.69845029
160.07000000,16.69306985
160.08000000,16.68769073
160.09000000,16.68231288
160.10000000,16.67693622
