mass,sigma
128.29000000,60.55692098
128.30000000,60.52450887
128.31000000,60.49212197
128.32000000,60.45976028
128.33000000,60.42742376
128.34000000,60.39511239
128.35000000,60.36282615
128.36000000,60.33056502
128.37000000,60.29832896
128.38000000,60.26611796
128.39000000,60.23393197
128.40000000,60.20177098
128.41000000,60.16963495
128.42000000,60.13752386
128.43000000,60.10543768
128.44000000,60.07337638
128.45000000,60.04133994
128.46000000,60.00932832
128.47000000,59.97734151
128.48000000,59.94537947
128.49000000,59.91344219
128.50000000,59.88152963
128.51000000,59.84964179
128.52000000,59.81777862
128.53000000,59.78594011
128.54000000,59.75412623
128.55000000,59.72233697
128.56000000,59.69057229
128.57000000,59.65883217
128.58000000,59.62711658
128.59000000,59.59542550
128.60000000,59.56375890
128.61000000,59.53211676
128.62000000,59.50049906
128.63000000,59.46890575
128.64000000,59.43733683
128.65000000,59.40579227
128.66000000,59.37427203
128.67000000,59.34277610
128.68000000,59.31130444
128.69000000,59.27985703
128.70000000,59.24843384
128.71000000,59.21703484
128.72000000,59.18566001
128.73000000,59.15430932
128.74000000,59.12298275
128.75000000,59.09168025
128.76000000,59.06040182
128.77000000,59.02914742
128.78000000,58.99791704
128.79000000,58.96671065
128.80000000,58.93552823
128.81000000,58.90436975
128.82000000,58.87323520
128.83000000,58.84212455
128.84000000,58.81103779
128.85000000,58.77997488
128.86000000,58.74893580
128.87000000,58.71792054
128.88000000,58.68692906
128.89000000,58.65596133
128.90000000,58.62501734
128.91000000,58.59409705
128.92000000,58.56320044
128.93000000,58.53232749
128.94000000,58.50147816
128.95000000,58.47065243
128.96000000,58.43985027
128.97000000,58.40907166
128.98000000,58.37831657
128.99000000,58.34758496
129.00000000,58.31687681
129.01000000,58.28619209
129.02000000,58.25553076
129.03000000,58.22489281
129.04000000,58.19427819
129.05000000,58.16368688
129.06000000,58.13311886
129.07000000,58.10257409
129.08000000,58.07205256
129.09000000,58.04155425
129.10000000,58.01107914
129.11000000,57.98062720
129.12000000,57.95019841
129.13000000,57.91979276
129.14000000,57.88941022
129.15000000,57.85905076
129.16000000,57.82871438
129.17000000,57.79840104
129.18000000,57.76811071
129.19000000,57.73784338
129.20000000,57.70759902
129.21000000,57.67737760
129.22000000,57.64717909
129.23000000,57.61700348
129.24000000,57.58685074
129.25000000,57.55672083
129.26000000,57.52661374
129.27000000,57.49652945
129.28000000,57.46646792
129.29000000,57.43642915
129.30000000,57.40641310
129.31000000,57.37641976
129.32000000,57.34644910
129.33000000,57.31650110
129.34000000,57.28657575
129.35000000,57.25667300
129.36000000,57.22679286
129.37000000,57.19693529
129.38000000,57.16710029
129.39000000,57.13728784
129.40000000,57.10749793
129.41000000,57.07773054
129.42000000,57.04798566
129.43000000,57.01826327
129.44000000,56.98856337
129.45000000,56.95888592
129.46000000,56.92923092
129.47000000,56.89959835
129.48000000,56.86998817
129.49000000,56.84040036
129.50000000,56.81083490
129.51000000,56.78129174
129.52000000,56.75177088
129.53000000,56.72227227
129.54000000,56.69279590
129.55000000,56.66334174
129.56000000,56.63390976
129.57000000,56.60449993
129.58000000,56.57511223
129.59000000,56.54574665
129.60000000,56.51640314
129.61000000,56.48708169
129.62000000,56.45778228
129.63000000,56.42850487
129.64000000,56.39924946
129.65000000,56.37001600
129.66000000,56.34080448
129.67000000,56.31161488
129.68000000,56.28244717
129.69000000,56.25330132
129.70000000,56.22417732
129.71000000,56.19507514
129.72000000,56.16599476
129.73000000,56.13693616
129.74000000,56.10789931
129.75000000,56.07888418
129.76000000,56.04989077
129.77000000,56.02091904
129.78000000,55.99196898
129.79000000,55.96304057
129.80000000,55.93413380
129.81000000,55.90524865
129.82000000,55.87638510
129.83000000,55.84754312
129.84000000,55.81872272
129.85000000,55.78992386
129.86000000,55.76114652
129.87000000,55.73239070
129.88000000,55.70365636
129.89000000,55.67494348
129.90000000,55.64625205
129.91000000,55.61758203
129.92000000,55.58893341
129.93000000,55.56030617
129.94000000,55.53170028
129.95000000,55.50311572
129.96000000,55.47455247
129.97000000,55.44601049
129.98000000,55.41748977
129.99000000,55.38899027
130.00000000,55.36051196
130.01000000,55.33205482
130.02000000,55.30361880
130.03000000,55.27520389
130.04000000,55.24681006
130.05000000,55.21843727
130.06000000,55.19008549
130.07000000,55.16175472
130.08000000,55.13344494
130.09000000,55.10515615
130.10000000,55.07688832
130.11000000,55.04864144
130.12000000,55.02041551
130.13000000,54.99221052
130.14000000,54.96402645
130.15000000,54.93586328
130.16000000,54.90772102
130.17000000,54.87959963
130.18000000,54.85149909
130.19000000,54.82341939
130.20000000,54.79536050
130.21000000,54.76732240
130.22000000,54.73930506
130.23000000,54.71130847
130.24000000,54.68333261
130.25000000,54.65537744
130.26000000,54.62744296
130.27000000,54.59952913
130.28000000,54.57163592
130.29000000,54.54376331
130.30000000,54.51591128
130.31000000,54.48807979
130.32000000,54.46026881
130.33000000,54.43247833
130.34000000,54.40470831
130.35000000,54.37695872
130.36000000,54.34922955
130.37000000,54.32152077
130.38000000,54.29383237
130.39000000,54.26616435
130.40000000,54.23851668
130.41000000,54.21088936
130.42000000,54.18328237
130.43000000,54.15569570
130.44000000,54.12812933
130.45000000,54.10058326
130.46000000,54.07305747
130.47000000,54.04555193
130.48000000,54.01806662
130.49000000,53.99060152
130.50000000,53.96315659
130.51000000,53.93573181
130.52000000,53.90832716
130.53000000,53.88094260
130.54000000,53.85357812
130.55000000,53.82623369
130.56000000,53.79890928
130.57000000,53.77160486
130.58000000,53.74432042
130.59000000,53.71705593
130.60000000,53.68981137
130.61000000,53.66258671
130.62000000,53.63538193
130.63000000,53.60819701
130.64000000,53.58103192
130.65000000,53.55388664
130.66000000,53.52676115
130.67000000,53.49965545
130.68000000,53.47256951
130.69000000,53.44550334
130.70000000,53.41845693
130.71000000,53.39143028
130.72000000,53.36442337
130.73000000,53.33743620
130.74000000,53.31046876
130.75000000,53.28352105
130.76000000,53.25659305
130.77000000,53.22968475
130.78000000,53.20279612
130.79000000,53.17592714
130.80000000,53.14907779
130.81000000,53.12224803
130.82000000,53.09543785
130.83000000,53.06864723
130.84000000,53.04187613
130.85000000,53.01512454
130.86000000,52.98839243
130.87000000,52.96167977
130.88000000,52.93498656
130.89000000,52.90831275
130.90000000,52.88165833
130.91000000,52.85502328
130.92000000,52.82840758
130.93000000,52.80181119
130.94000000,52.77523409
130.95000000,52.74867627
130.96000000,52.72213771
130.97000000,52.69561837
130.98000000,52.66911826
130.99000000,52.64263735
131.00000000,52.61617563
131.01000000,52.58973309
131.02000000,52.56330970
131.03000000,52.53690546
131.04000000,52.51052036
131.05000000,52.48415436
131.06000000,52.45780747
131.07000000,52.43147966
131.08000000,52.40517090
131.09000000,52.37888119
131.10000000,52.35261049
131.11000000,52.32635879
131.12000000,52.30012607
131.13000000,52.27391230
131.14000000,52.24771746
131.15000000,52.22154154
131.16000000,52.19538452
131.17000000,52.16924636
131.18000000,52.14312707
131.19000000,52.11702662
131.20000000,52.09094499
131.21000000,52.06488217
131.22000000,52.03883814
131.23000000,52.01281288
131.24000000,51.98680638
131.25000000,51.96081861
131.26000000,51.93484956
131.27000000,51.90889922
131.28000000,51.88296755
131.29000000,51.85705456
131.30000000,51.83116021
131.31000000,51.80528449
131.32000000,51.77942738
131.33000000,51.75358886
131.34000000,51.72776892
131.35000000,51.70196754
131.36000000,51.67618469
131.37000000,51.65042037
131.38000000,51.62467454
131.39000000,51.59894720
131.40000000,51.57323833
131.41000000,51.54754789
131.42000000,51.52187588
131.43000000,51.49622228
131.44000000,51.47058707
131.45000000,51.44497022
131.46000000,51.41937173
131.47000000,51.39379157
131.48000000,51.36822973
131.49000000,51.34268618
131.50000000,51.31716093
131.51000000,51.29165394
131.52000000,51.26616520
131.53000000,51.24069470
131.54000000,51.21524242
131.55000000,51.18980834
131.56000000,51.16439245
131.57000000,51.13899473
131.58000000,51.11361516
131.59000000,51.08825372
131.60000000,51.06291039
131.61000000,51.03758516
131.62000000,51.01227800
131.63000000,50.98698890
131.64000000,50.96171784
131.65000000,50.93646480
131.66000000,50.91122976
131.67000000,50.88601270
131.68000000,50.86081362
131.69000000,50.83563248
131.70000000,50.81046929
131.71000000,50.78532402
131.72000000,50.76019665
131.73000000,50.73508717
131.74000000,50.70999557
131.75000000,50.68492182
131.76000000,50.65986591
131.77000000,50.63482783
131.78000000,50.60980754
131.79000000,50.58480504
131.80000000,50.55982030
131.81000000,50.53485331
131.82000000,50.50990404
131.83000000,50.48497247
131.84000000,50.46005859
131.85000000,50.43516237
131.86000000,50.41028379
131.87000000,50.38542284
131.88000000,50.36057950
131.89000000,50.33575374
131.90000000,50.31094554
131.91000000,50.28615489
131.92000000,50.26138177
131.93000000,50.23662614
131.94000000,50.21188801
131.95000000,50.18716733
131.96000000,50.16246410
131.97000000,50.13777831
131.98000000,50.11310995
131.99000000,50.08845901
132.00000000,50.06382548
132.01000000,50.03920936
132.02000000,50.01461064
132.03000000,49.99002931
132.04000000,49.96546537
132.05000000,49.94091880
132.06000000,49.91638960
132.07000000,49.89187776
132.08000000,49.86738325
132.09000000,49.84290605
132.10000000,49.81844616
132.11000000,49.79400355
132.12000000,49.76957821
132.13000000,49.74517012
132.14000000,49.72077926
132.15000000,49.69640562
132.16000000,49.67204917
132.17000000,49.64770990
132.18000000,49.62338779
132.19000000,49.59908282
132.20000000,49.57479496
132.21000000,49.55052420
132.22000000,49.52627051
132.23000000,49.50203388
132.24000000,49.47781429
132.25000000,49.45361171
132.26000000,49.42942613
132.27000000,49.40525752
132.28000000,49.38110588
132.29000000,49.35697120
132.30000000,49.33285345
132.31000000,49.30875263
132.32000000,49.28466871
132.33000000,49.26060169
132.34000000,49.23655155
132.35000000,49.21251828
132.36000000,49.18850186
132.37000000,49.16450227
132.38000000,49.14051950
132.39000000,49.11655354
132.40000000,49.09260436
132.41000000,49.06867194
132.42000000,49.04475628
132.43000000,49.02085734
132.44000000,48.99697513
132.45000000,48.97310961
132.46000000,48.94926077
132.47000000,48.92542860
132.48000000,48.90161308
132.49000000,48.87781419
132.50000000,48.85403193
132.51000000,48.83026628
132.52000000,48.80651722
132.53000000,48.78278473
132.54000000,48.75906881
132.55000000,48.73536943
132.56000000,48.71168659
132.57000000,48.68802027
132.58000000,48.66437044
132.59000000,48.64073710
132.60000000,48.61712023
132.61000000,48.59351982
132.62000000,48.56993584
132.63000000,48.54636828
132.64000000,48.52281712
132.65000000,48.49928236
132.66000000,48.47576396
132.67000000,48.45226193
132.68000000,48.42877623
132.69000000,48.40530686
132.70000000,48.38185379
132.71000000,48.35841701
132.72000000,48.33499651
132.73000000,48.31159226
132.74000000,48.28820426
132.75000000,48.26483248
132.76000000,48.24147691
132.77000000,48.21813753
132.78000000,48.19481434
132.79000000,48.17150731
132.80000000,48.14821645
132.81000000,48.12494173
132.82000000,48.10168314
132.83000000,48.07844067
132.84000000,48.05521431
132.85000000,48.03200404
132.86000000,48.00880985
132.87000000,47.98563173
132.88000000,47.96246966
132.89000000,47.93932363
132.90000000,47.91619361
132.91000000,47.89307960
132.92000000,47.86998157
132.93000000,47.84689952
132.94000000,47.82383342
132.95000000,47.80078325
132.96000000,47.77774902
132.97000000,47.75473068
132.98000000,47.73172824
132.99000000,47.70874167
133.00000000,47.68577096
133.01000000,47.66281609
133.02000000,47.63987703
133.03000000,47.61695379
133.04000000,47.59404633
133.05000000,47.57115464
133.06000000,47.54827871
133.07000000,47.52541852
133.08000000,47.50257406
133.09000000,47.47974533
133.10000000,47.45693232
133.11000000,47.43413502
133.12000000,47.41135340
133.13000000,47.38858748
133.14000000,47.36583723
133.15000000,47.34310265
133.16000000,47.32038373
133.17000000,47.29768044
133.18000000,47.27499277
133.19000000,47.25232069
133.20000000,47.22966419
133.21000000,47.20702323
133.22000000,47.18439780
133.23000000,47.16178789
133.24000000,47.13919345
133.25000000,47.11661449
133.26000000,47.09405096
133.27000000,47.07150287
133.28000000,47.04897018
133.29000000,47.02645289
133.30000000,47.00395098
133.31000000,46.98146442
133.32000000,46.95899322
133.33000000,46.93653734
133.34000000,46.91409677
133.35000000,46.89167150
133.36000000,46.86926151
133.37000000,46.84686680
133.38000000,46.82448737
133.39000000,46.80212321
133.40000000,46.77977433
133.41000000,46.75744073
133.42000000,46.73512239
133.43000000,46.71281933
133.44000000,46.69053154
133.45000000,46.66825902
133.46000000,46.64600176
133.47000000,46.62375976
133.48000000,46.60153299
133.49000000,46.57932143
133.50000000,46.55712507
133.51000000,46.53494389
133.52000000,46.51277787
133.53000000,46.49062699
133.54000000,46.46849124
133.55000000,46.44637060
133.56000000,46.42426504
133.57000000,46.40217456
133.58000000,46.38009913
133.59000000,46.35803874
133.60000000,46.33599337
133.61000000,46.31396299
133.62000000,46.29194760
133.63000000,46.26994717
133.64000000,46.24796170
133.65000000,46.22599115
133.66000000,46.20403551
133.67000000,46.18209478
133.68000000,46.16016893
133.69000000,46.13825796
133.70000000,46.11636187
133.71000000,46.09448062
133.72000000,46.07261423
133.73000000,46.05076267
133.74000000,46.02892593
133.75000000,46.00710401
133.76000000,45.98529688
133.77000000,45.96350455
133.78000000,45.94172698
133.79000000,45.91996417
133.80000000,45.89821610
133.81000000,45.87648275
133.82000000,45.85476411
133.83000000,45.83306017
133.84000000,45.81137090
133.85000000,45.78969629
133.86000000,45.76803633
133.87000000,45.74639100
133.88000000,45.72476030
133.89000000,45.70314420
133.90000000,45.68154271
133.91000000,45.65995579
133.92000000,45.63838345
133.93000000,45.61682567
133.94000000,45.59528244
133.95000000,45.57375375
133.96000000,45.55223958
133.97000000,45.53073992
133.98000000,45.50925475
133.99000000,45.48778408
134.00000000,45.46632788
134.01000000,45.44488613
134.02000000,45.42345884
134.03000000,45.40204598
134.04000000,45.38064755
134.05000000,45.35926352
134.06000000,45.33789389
134.07000000,45.31653865
134.08000000,45.29519777
134.09000000,45.27387125
134.10000000,45.25255908
134.11000000,45.23126123
134.12000000,45.20997769
134.13000000,45.18870845
134.14000000,45.16745350
134.15000000,45.14621282
134.16000000,45.12498639
134.17000000,45.10377421
134.18000000,45.08257626
134.19000000,45.06139253
134.20000000,45.04022301
134.21000000,45.01906767
134.22000000,44.99792652
134.23000000,44.97679954
134.24000000,44.95568671
134.25000000,44.93458802
134.26000000,44.91350346
134.27000000,44.89243302
134.28000000,44.87137668
134.29000000,44.85033444
134.30000000,44.82930627
134.31000000,44.80829217
134.32000000,44.78729213
134.33000000,44.76630613
134.34000000,44.74533416
134.35000000,44.72437621
134.36000000,44.70343226
134.37000000,44.68250230
134.38000000,44.66158633
134.39000000,44.64068433
134.40000000,44.61979629
134.41000000,44.59892220
134.42000000,44.57806205
134.43000000,44.55721582
134.44000000,44.53638351
134.45000000,44.51556510
134.46000000,44.49476058
134.47000000,44.47396994
134.48000000,44.45319315
134.49000000,44.43243020
134.50000000,44.41168107
134.51000000,44.39094575
134.52000000,44.37022421
134.53000000,44.34951644
134.54000000,44.32882241
134.55000000,44.30814212
134.56000000,44.28747555
134.57000000,44.26682267
134.58000000,44.24618348
134.59000000,44.22555797
134.60000000,44.20494612
134.61000000,44.18434792
134.62000000,44.16376336
134.63000000,44.14319242
134.64000000,44.12263509
134.65000000,44.10209135
134.66000000,44.08156121
134.67000000,44.06104464
134.68000000,44.04054166
134.69000000,44.02005226
134.70000000,43.99957644
134.71000000,43.97911419
134.72000000,43.95866552
134.73000000,43.93823043
134.74000000,43.91780891
134.75000000,43.89740096
134.76000000,43.87700657
134.77000000,43.85662575
134.78000000,43.83625847
134.79000000,43.81590471
134.80000000,43.79556448
134.81000000,43.77523774
134.82000000,43.75492450
134.83000000,43.73462473
134.84000000,43.71433843
134.85000000,43.69406557
134.86000000,43.67380615
134.87000000,43.65356015
134.88000000,43.63332754
134.89000000,43.61310833
134.90000000,43.59290248
134.91000000,43.57270998
134.92000000,43.55253082
134.93000000,43.53236498
134.94000000,43.51221243
134.95000000,43.49207317
134.96000000,43.47194718
134.97000000,43.45183444
134.98000000,43.43173495
134.99000000,43.41164869
135.00000000,43.39157566
135.01000000,43.37151584
135.02000000,43.35146922
135.03000000,43.33143580
135.04000000,43.31141555
135.05000000,43.29140848
135.06000000,43.27141457
135.07000000,43.25143381
135.08000000,43.23146619
135.09000000,43.21151169
135.10000000,43.19157030
135.11000000,43.17164202
135.12000000,43.15172683
135.13000000,43.13182471
135.14000000,43.11193566
135.15000000,43.09205966
135.16000000,43.07219671
135.17000000,43.05234679
135.18000000,43.03250989
135.19000000,43.01268599
135.20000000,42.99287509
135.21000000,42.97307718
135.22000000,42.95329224
135.23000000,42.93352026
135.24000000,42.91376123
135.25000000,42.89401514
135.26000000,42.87428198
135.27000000,42.85456174
135.28000000,42.83485439
135.29000000,42.81515994
135.30000000,42.79547837
135.31000000,42.77580967
135.32000000,42.75615383
135.33000000,42.73651083
135.34000000,42.71688066
135.35000000,42.69726332
135.36000000,42.67765879
135.37000000,42.65806706
135.38000000,42.63848813
135.39000000,42.61892197
135.40000000,42.59936859
135.41000000,42.57982797
135.42000000,42.56030010
135.43000000,42.54078498
135.44000000,42.52128258
135.45000000,42.50179292
135.46000000,42.48231596
135.47000000,42.46285170
135.48000000,42.44340013
135.49000000,42.42396122
135.50000000,42.40453496
135.51000000,42.38512134
135.52000000,42.36572033
135.53000000,42.34633192
135.54000000,42.32695610
135.55000000,42.30759286
135.56000000,42.28824216
135.57000000,42.26890403
135.58000000,42.24957847
135.59000000,42.23026548
135.60000000,42.21096508
135.61000000,42.19167726
135.62000000,42.17240203
135.63000000,42.15313941
135.64000000,42.13388940
135.65000000,42.11465200
135.66000000,42.09542721
135.67000000,42.07621497
135.68000000,42.05701518
135.69000000,42.03782777
135.70000000,42.01865266
135.71000000,41.99948977
135.72000000,41.98033902
135.73000000,41.96120031
135.74000000,41.94207359
135.75000000,41.92295875
135.76000000,41.90385578
135.77000000,41.88476488
135.78000000,41.86568629
135.79000000,41.84662028
135.80000000,41.82756709
135.81000000,41.80852697
135.82000000,41.78950018
135.83000000,41.77048698
135.84000000,41.75148761
135.85000000,41.73250232
135.86000000,41.71353135
135.87000000,41.69457478
135.88000000,41.67563268
135.89000000,41.65670511
135.90000000,41.63779214
135.91000000,41.61889383
135.92000000,41.60001024
135.93000000,41.58114145
135.94000000,41.56228750
135.95000000,41.54344847
135.96000000,41.52462431
135.97000000,41.50581455
135.98000000,41.48701862
135.99000000,41.46823595
136.00000000,41.44946594
136.01000000,41.43070803
136.02000000,41.41196164
136.03000000,41.39322619
136.04000000,41.37450111
136.05000000,41.35578582
136.06000000,41.33707985
136.07000000,41.31838316
136.08000000,41.29969581
136.09000000,41.28101788
136.10000000,41.26234942
136.11000000,41.24369050
136.12000000,41.22504120
136.13000000,41.20640157
136.14000000,41.18777168
136.15000000,41.16915160
136.16000000,41.15054142
136.17000000,41.13194137
136.18000000,41.11335170
136.19000000,41.09477266
136.20000000,41.07620452
136.21000000,41.05764751
136.22000000,41.03910191
136.23000000,41.02056795
136.24000000,41.00204589
136.25000000,40.98353600
136.26000000,40.96503846
136.27000000,40.94655325
136.28000000,40.92808029
136.29000000,40.90961951
136.30000000,40.89117081
136.31000000,40.87273413
136.32000000,40.85430938
136.33000000,40.83589647
136.34000000,40.81749534
136.35000000,40.79910590
136.36000000,40.78072809
136.37000000,40.76236189
136.38000000,40.74400732
136.39000000,40.72566439
136.40000000,40.70733309
136.41000000,40.68901344
136.42000000,40.67070545
136.43000000,40.65240913
136.44000000,40.63412447
136.45000000,40.61585150
136.46000000,40.59759021
136.47000000,40.57934059
136.48000000,40.56110263
136.49000000,40.54287631
136.50000000,40.52466162
136.51000000,40.50645854
136.52000000,40.48826706
136.53000000,40.47008717
136.54000000,40.45191884
136.55000000,40.43376207
136.56000000,40.41561684
136.57000000,40.39748315
136.58000000,40.37936097
136.59000000,40.36125032
136.60000000,40.34315116
136.61000000,40.32506351
136.62000000,40.30698735
136.63000000,40.28892266
136.64000000,40.27086945
136.65000000,40.25282771
136.66000000,40.23479741
136.67000000,40.21677857
136.68000000,40.19877116
136.69000000,40.18077517
136.70000000,40.16279060
136.71000000,40.14481743
136.72000000,40.12685565
136.73000000,40.10890526
136.74000000,40.09096623
136.75000000,40.07303857
136.76000000,40.05512226
136.77000000,40.03721729
136.78000000,40.01932365
136.79000000,40.00144134
136.80000000,39.98357034
136.81000000,39.96571064
136.82000000,39.94786224
136.83000000,39.93002512
136.84000000,39.91219928
136.85000000,39.89438471
136.86000000,39.87658140
136.87000000,39.85878934
136.88000000,39.84100852
136.89000000,39.82323894
136.90000000,39.80548058
136.91000000,39.78773344
136.92000000,39.76999751
136.93000000,39.75227278
136.94000000,39.73455925
136.95000000,39.71685690
136.96000000,39.69916572
136.97000000,39.68148572
136.98000000,39.66381686
136.99000000,39.64615913
137.00000000,39.62851252
137.01000000,39.61087702
137.02000000,39.59325262
137.03000000,39.57563929
137.04000000,39.55803702
137.05000000,39.54044580
137.06000000,39.52286562
137.07000000,39.50529647
137.08000000,39.48773838
137.09000000,39.47019133
137.10000000,39.45265534
137.11000000,39.43513041
137.12000000,39.41761655
137.13000000,39.40011376
137.14000000,39.38262205
137.15000000,39.36514142
137.16000000,39.34767187
137.17000000,39.33021335
137.18000000,39.31276577
137.19000000,39.29532909
137.20000000,39.27790323
137.21000000,39.26048812
137.22000000,39.24308370
137.23000000,39.22568989
137.24000000,39.20830665
137.25000000,39.19093389
137.26000000,39.17357155
137.27000000,39.15621961
137.28000000,39.13887804
137.29000000,39.12154681
137.30000000,39.10422591
137.31000000,39.08691529
137.32000000,39.06961495
137.33000000,39.05232484
137.34000000,39.03504496
137.35000000,39.01777527
137.36000000,39.00051577
137.37000000,38.98326655
137.38000000,38.96602774
137.39000000,38.94879945
137.40000000,38.93158179
137.41000000,38.91437488
137.42000000,38.89717884
137.43000000,38.87999379
137.44000000,38.86281985
137.45000000,38.84565712
137.46000000,38.82850571
137.47000000,38.81136561
137.48000000,38.79423680
137.49000000,38.77711926
137.50000000,38.76001295
137.51000000,38.74291786
137.52000000,38.72583395
137.53000000,38.70876121
137.54000000,38.69169961
137.55000000,38.67464912
137.56000000,38.65760971
137.57000000,38.64058132
137.58000000,38.62356389
137.59000000,38.60655734
137.60000000,38.58956161
137.61000000,38.57257662
137.62000000,38.55560231
137.63000000,38.53863861
137.64000000,38.52168545
137.65000000,38.50474277
137.66000000,38.48781050
137.67000000,38.47088864
137.68000000,38.45397720
137.69000000,38.43707618
137.70000000,38.42018559
137.71000000,38.40330543
137.72000000,38.38643572
137.73000000,38.36957645
137.74000000,38.35272764
137.75000000,38.33588929
137.76000000,38.31906141
137.77000000,38.30224397
137.78000000,38.28543698
137.79000000,38.26864043
137.80000000,38.25185429
137.81000000,38.23507855
137.82000000,38.21831322
137.83000000,38.20155827
137.84000000,38.18481368
137.85000000,38.16807946
137.86000000,38.15135559
137.87000000,38.13464206
137.88000000,38.11793886
137.89000000,38.10124599
137.90000000,38.08456343
137.91000000,38.06789118
137.92000000,38.05122924
137.93000000,38.03457759
137.94000000,38.01793623
137.95000000,38.00130515
137.96000000,37.98468434
137.97000000,37.96807380
137.98000000,37.95147351
137.99000000,37.93488347
138.00000000,37.91830366
138.01000000,37.90173409
138.02000000,37.88517473
138.03000000,37.86862559
138.04000000,37.85208664
138.05000000,37.83555790
138.06000000,37.81903933
138.07000000,37.80253095
138.08000000,37.78603273
138.09000000,37.76954466
138.10000000,37.75306675
138.11000000,37.73659898
138.12000000,37.72014134
138.13000000,37.70369382
138.14000000,37.68725641
138.15000000,37.67082911
138.16000000,37.65441190
138.17000000,37.63800478
138.18000000,37.62160774
138.19000000,37.60522078
138.20000000,37.58884387
138.21000000,37.57247703
138.22000000,37.55612024
138.23000000,37.53977349
138.24000000,37.52343678
138.25000000,37.50711009
138.26000000,37.49079342
138.27000000,37.47448677
138.28000000,37.45819011
138.29000000,37.44190343
138.30000000,37.42562674
138.31000000,37.40936000
138.32000000,37.39310321
138.33000000,37.37685637
138.34000000,37.36061945
138.35000000,37.34439245
138.36000000,37.32817535
138.37000000,37.31196817
138.38000000,37.29577090
138.39000000,37.27958356
138.40000000,37.26340614
138.41000000,37.24723867
138.42000000,37.23108114
138.43000000,37.21493356
138.44000000,37.19879593
138.45000000,37.18266827
138.46000000,37.16655057
138.47000000,37.15044277
138.48000000,37.13434482
138.49000000,37.11825664
138.50000000,37.10217818
138.51000000,37.08610936
138.52000000,37.07005012
138.53000000,37.05400041
138.54000000,37.03796015
138.55000000,37.02192928
138.56000000,37.00590774
138.57000000,36.98989551
138.58000000,36.97389255
138.59000000,36.95789885
138.60000000,36.94191438
138.61000000,36.92593911
138.62000000,36.90997303
138.63000000,36.89401611
138.64000000,36.87806832
138.65000000,36.86212965
138.66000000,36.84620009
138.67000000,36.83027972
138.68000000,36.81436867
138.69000000,36.79846705
138.70000000,36.78257497
138.71000000,36.76669255
138.72000000,36.75081989
138.73000000,36.73495711
138.74000000,36.71910433
138.75000000,36.70326165
138.76000000,36.68742917
138.77000000,36.67160689
138.78000000,36.65579478
138.79000000,36.63999283
138.80000000,36.62420100
138.81000000,36.60841927
138.82000000,36.59264763
138.83000000,36.57688605
138.84000000,36.56113450
138.85000000,36.54539296
138.86000000,36.52966140
138.87000000,36.51393977
138.88000000,36.49822800
138.89000000,36.48252603
138.90000000,36.46683379
138.91000000,36.45115122
138.92000000,36.43547826
138.93000000,36.41981483
138.94000000,36.40416089
138.95000000,36.38851636
138.96000000,36.37288119
138.97000000,36.35725538
138.98000000,36.34163894
138.99000000,36.32603186
139.00000000,36.31043416
139.01000000,36.29484585
139.02000000,36.27926693
139.03000000,36.26369740
139.04000000,36.24813728
139.05000000,36.23258657
139.06000000,36.21704528
139.07000000,36.20151339
139.08000000,36.18599090
139.09000000,36.17047779
139.10000000,36.15497405
139.11000000,36.13947966
139.12000000,36.12399463
139.13000000,36.10851893
139.14000000,36.09305256
139.15000000,36.07759550
139.16000000,36.06214774
139.17000000,36.04670927
139.18000000,36.03128009
139.19000000,36.01586019
139.20000000,36.00044957
139.21000000,35.98504821
139.22000000,35.96965611
139.23000000,35.95427327
139.24000000,35.93889967
139.25000000,35.92353531
139.26000000,35.90818019
139.27000000,35.89283429
139.28000000,35.87749761
139.29000000,35.86217014
139.30000000,35.84685188
139.31000000,35.83154282
139.32000000,35.81624295
139.33000000,35.80095226
139.34000000,35.78567075
139.35000000,35.77039841
139.36000000,35.75513523
139.37000000,35.73988121
139.38000000,35.72463633
139.39000000,35.70940060
139.40000000,35.69417400
139.41000000,35.67895652
139.42000000,35.66374816
139.43000000,35.64854891
139.44000000,35.63335877
139.45000000,35.61817771
139.46000000,35.60300575
139.47000000,35.58784286
139.48000000,35.57268905
139.49000000,35.55754430
139.50000000,35.54240862
139.51000000,35.52728198
139.52000000,35.51216439
139.53000000,35.49705584
139.54000000,35.48195632
139.55000000,35.46686582
139.56000000,35.45178434
139.57000000,35.43671187
139.58000000,35.42164839
139.59000000,35.40659390
139.60000000,35.39154838
139.61000000,35.37651183
139.62000000,35.36148423
139.63000000,35.34646558
139.64000000,35.33145586
139.65000000,35.31645506
139.66000000,35.30146318
139.67000000,35.28648022
139.68000000,35.27150618
139.69000000,35.25654107
139.70000000,35.24158490
139.71000000,35.22663768
139.72000000,35.21169940
139.73000000,35.19677008
139.74000000,35.18184973
139.75000000,35.16693834
139.76000000,35.15203591
139.77000000,35.13714240
139.78000000,35.12225774
139.79000000,35.10738186
139.80000000,35.09251472
139.81000000,35.07765623
139.82000000,35.06280635
139.83000000,35.04796500
139.84000000,35.03313213
139.85000000,35.01830768
139.86000000,35.00349158
139.87000000,34.98868382
139.88000000,34.97388436
139.89000000,34.95909319
139.90000000,34.94431028
139.91000000,34.92953562
139.92000000,34.91476918
139.93000000,34.90001094
139.94000000,34.88526087
